QGC WPL 110
1	0	3	16	1	0	0	0	5.305617156	118.4260439	3.835510250000013	1
2	0	10	184	9	1920	1	4.0	0	0	0	1
3	0	10	93	2.0	0	0	0	0	0	0	1
4	0	3	16	1	0	0	0	5.305559527	118.4259989	4.44487762	1
5	0	10	184	9	1920	1	4.0	0	0	0	1
6	0	10	93	2.0	0	0	0	0	0	0	1
7	0	3	16	1	0	0	0	5.305547783	118.4259258	4.3234939600000075	1
8	0	10	184	9	1920	1	4.0	0	0	0	1
9	0	10	93	2.0	0	0	0	0	0	0	1
10	0	3	16	1	0	0	0	5.305482543	118.4259711	4.653869630000003	1
11	0	10	184	9	1920	1	4.0	0	0	0	1
12	0	10	93	2.0	0	0	0	0	0	0	1
13	0	3	16	1	0	0	0	5.305409256	118.4259339	4.625648500000011	1
14	0	10	184	9	1920	1	4.0	0	0	0	1
15	0	10	93	2.0	0	0	0	0	0	0	1
16	0	3	16	1	0	0	0	5.305476236	118.4258895	4.250762940000001	1
17	0	10	184	9	1920	1	4.0	0	0	0	1
18	0	10	93	2.0	0	0	0	0	0	0	1
19	0	3	16	1	0	0	0	5.305543216	118.4258436	5.052703860000008	1
20	0	10	184	9	1920	1	4.0	0	0	0	1
21	0	10	93	2.0	0	0	0	0	0	0	1
22	0	3	16	1	0	0	0	5.305537345	118.4257577	4.692291260000005	1
23	0	10	184	9	1920	1	4.0	0	0	0	1
24	0	10	93	2.0	0	0	0	0	0	0	1
25	0	3	16	1	0	0	0	5.305469277	118.4258067	4.895370480000011	1
26	0	10	184	9	1920	1	4.0	0	0	0	1
27	0	10	93	2.0	0	0	0	0	0	0	1
28	0	3	16	1	0	0	0	5.305406864	118.425848	4.2717437700000005	1
29	0	10	184	9	1920	1	4.0	0	0	0	1
30	0	10	93	2.0	0	0	0	0	0	0	1
31	0	3	16	1	0	0	0	5.305331402	118.4258976	4.452850340000012	1
32	0	10	184	9	1920	1	4.0	0	0	0	1
33	0	10	93	2.0	0	0	0	0	0	0	1
34	0	3	16	1	0	0	0	5.305259203	118.4258617	4.495330810000013	1
35	0	10	184	9	1920	1	4.0	0	0	0	1
36	0	10	93	2.0	0	0	0	0	0	0	1
37	0	3	16	1	0	0	0	5.305329445	118.4258149	4.86154938	1
38	0	10	184	9	1920	1	4.0	0	0	0	1
39	0	10	93	2.0	0	0	0	0	0	0	1
40	0	3	16	1	0	0	0	5.30539686	118.425769	4.697479250000001	1
41	0	10	184	9	1920	1	4.0	0	0	0	1
42	0	10	93	2.0	0	0	0	0	0	0	1
43	0	3	16	1	0	0	0	5.305465363	118.4257236	4.386245730000013	1
44	0	10	184	9	1920	1	4.0	0	0	0	1
45	0	10	93	2.0	0	0	0	0	0	0	1
46	0	3	16	1	0	0	0	5.305533648	118.4256766	4.649726870000009	1
47	0	10	184	9	1920	1	4.0	0	0	0	1
48	0	10	93	2.0	0	0	0	0	0	0	1
49	0	3	16	1	0	0	0	5.305526471	118.4255957	4.229057310000002	1
50	0	10	184	9	1920	1	4.0	0	0	0	1
51	0	10	93	2.0	0	0	0	0	0	0	1
52	0	3	16	1	0	0	0	5.305456881	118.4256447	3.68783569	1
53	0	10	184	9	1920	1	4.0	0	0	0	1
54	0	10	93	2.0	0	0	0	0	0	0	1
55	0	3	16	1	0	0	0	5.305390119	118.4256895	4.4310989400000125	1
56	0	10	184	9	1920	1	4.0	0	0	0	1
57	0	10	93	2.0	0	0	0	0	0	0	1
58	0	3	16	1	0	0	0	5.305322703	118.4257329	4.446144100000012	1
59	0	10	184	9	1920	1	4.0	0	0	0	1
60	0	10	93	2.0	0	0	0	0	0	0	1
61	0	3	16	1	0	0	0	5.305253766	118.4257804	3.8654708800000037	1
62	0	10	184	9	1920	1	4.0	0	0	0	1
63	0	10	93	2.0	0	0	0	0	0	0	1
64	0	3	16	1	0	0	0	5.305185263	118.4258258	4.497718810000009	1
65	0	10	184	9	1920	1	4.0	0	0	0	1
66	0	10	93	2.0	0	0	0	0	0	0	1
67	0	3	16	1	0	0	0	5.305111324	118.4257899	4.563850400000007	1
68	0	10	184	9	1920	1	4.0	0	0	0	1
69	0	10	93	2.0	0	0	0	0	0	0	1
70	0	3	16	1	0	0	0	5.305176782	118.4257436	5.345947260000003	1
71	0	10	184	9	1920	1	4.0	0	0	0	1
72	0	10	93	2.0	0	0	0	0	0	0	1
73	0	3	16	1	0	0	0	5.305246372	118.4256975	4.278854370000005	1
74	0	10	184	9	1920	1	4.0	0	0	0	1
75	0	10	93	2.0	0	0	0	0	0	0	1
76	0	3	16	1	0	0	0	5.305315527	118.4256505	4.437568660000011	1
77	0	10	184	9	1920	1	4.0	0	0	0	1
78	0	10	93	2.0	0	0	0	0	0	0	1
79	0	3	16	1	0	0	0	5.305384247	118.4256055	4.019554140000011	1
80	0	10	184	9	1920	1	4.0	0	0	0	1
81	0	10	93	2.0	0	0	0	0	0	0	1
82	0	3	16	1	0	0	0	5.305308785	118.4255707	3.7628326400000134	1
83	0	10	184	9	1920	1	4.0	0	0	0	1
84	0	10	93	2.0	0	0	0	0	0	0	1
85	0	3	16	1	0	0	0	5.305240718	118.4256162	4.253295900000012	1
86	0	10	184	9	1920	1	4.0	0	0	0	1
87	0	10	93	2.0	0	0	0	0	0	0	1
88	0	3	16	1	0	0	0	5.305173303	118.4256607	3.6490325900000045	1
89	0	10	184	9	1920	1	4.0	0	0	0	1
90	0	10	93	2.0	0	0	0	0	0	0	1
91	0	3	16	1	0	0	0	5.305104583	118.4257062	4.455421450000003	1
92	0	10	184	9	1920	1	4.0	0	0	0	1
93	0	10	93	2.0	0	0	0	0	0	0	1
94	0	3	16	1	0	0	0	5.305035645	118.4257538	4.1169509900000065	1
95	0	10	184	9	1920	1	4.0	0	0	0	1
96	0	10	93	2.0	0	0	0	0	0	0	1
97	0	3	16	1	0	0	0	5.304963445	118.4257177	4.2199783300000036	1
98	0	10	184	9	1920	1	4.0	0	0	0	1
99	0	10	93	2.0	0	0	0	0	0	0	1
100	0	3	16	1	0	0	0	5.305032166	118.4256703	4.557586670000006	1
101	0	10	184	9	1920	1	4.0	0	0	0	1
102	0	10	93	2.0	0	0	0	0	0	0	1
103	0	3	16	1	0	0	0	5.305100233	118.4256264	4.33003235000001	1
104	0	10	184	9	1920	1	4.0	0	0	0	1
105	0	10	93	2.0	0	0	0	0	0	0	1
106	0	3	16	1	0	0	0	5.305166779	118.4255794	4.397018430000003	1
107	0	10	184	9	1920	1	4.0	0	0	0	1
108	0	10	93	2.0	0	0	0	0	0	0	1
109	0	3	16	1	0	0	0	5.305235499	118.4255346	4.87268066	1
110	0	10	184	9	1920	1	4.0	0	0	0	1
111	0	10	93	2.0	0	0	0	0	0	0	1
112	0	3	16	1	0	0	0	5.305162212	118.4254989	3.972190850000004	1
113	0	10	184	9	1920	1	4.0	0	0	0	1
114	0	10	93	2.0	0	0	0	0	0	0	1
115	0	3	16	1	0	0	0	5.305092404	118.4255448	4.398010250000013	1
116	0	10	184	9	1920	1	4.0	0	0	0	1
117	0	10	93	2.0	0	0	0	0	0	0	1
118	0	3	16	1	0	0	0	5.305024337	118.4255903	4.367469790000001	1
119	0	10	184	9	1920	1	4.0	0	0	0	1
120	0	10	93	2.0	0	0	0	0	0	0	1
121	0	3	16	1	0	0	0	5.304956704	118.4256347	4.823577880000002	1
122	0	10	184	9	1920	1	4.0	0	0	0	1
123	0	10	93	2.0	0	0	0	0	0	0	1
124	0	3	16	1	0	0	0	5.304891681	118.425681	3.9694671600000078	1
125	0	10	184	9	1920	1	4.0	0	0	0	1
126	0	10	93	2.0	0	0	0	0	0	0	1
127	0	3	16	1	0	0	0	5.304818177	118.4257277	4.3617630000000105	1
128	0	10	184	9	1920	1	4.0	0	0	0	1
129	0	10	93	2.0	0	0	0	0	0	0	1
130	0	3	16	1	0	0	0	5.304747282	118.425691	4.904869080000012	1
131	0	10	184	9	1920	1	4.0	0	0	0	1
132	0	10	93	2.0	0	0	0	0	0	0	1
133	0	3	16	1	0	0	0	5.30481448	118.4256468	4.522880550000011	1
134	0	10	184	9	1920	1	4.0	0	0	0	1
135	0	10	93	2.0	0	0	0	0	0	0	1
136	0	3	16	1	0	0	0	5.304884504	118.4255994	4.188499450000009	1
137	0	10	184	9	1920	1	4.0	0	0	0	1
138	0	10	93	2.0	0	0	0	0	0	0	1
139	0	3	16	1	0	0	0	5.304954747	118.4255533	4.4411697400000065	1
140	0	10	184	9	1920	1	4.0	0	0	0	1
141	0	10	93	2.0	0	0	0	0	0	0	1
142	0	3	16	1	0	0	0	5.30508936	118.4254602	4.777885430000012	1
143	0	10	184	9	1920	1	4.0	0	0	0	1
144	0	10	93	2.0	0	0	0	0	0	0	1
145	0	3	16	1	0	0	0	5.305015203	118.4254233	4.9700088500000135	1
146	0	10	184	9	1920	1	4.0	0	0	0	1
147	0	10	93	2.0	0	0	0	0	0	0	1
148	0	3	16	1	0	0	0	5.304945613	118.425472	3.453979490000009	1
149	0	10	184	9	1920	1	4.0	0	0	0	1
150	0	10	93	2.0	0	0	0	0	0	0	1
151	0	3	16	1	0	0	0	5.304879503	118.4255131	3.9701919500000002	1
152	0	10	184	9	1920	1	4.0	0	0	0	1
153	0	10	93	2.0	0	0	0	0	0	0	1
154	0	3	16	1	0	0	0	5.304742498	118.4256103	4.543464660000012	1
155	0	10	184	9	1920	1	4.0	0	0	0	1
156	0	10	93	2.0	0	0	0	0	0	0	1
157	0	3	16	1	0	0	0	5.304673343	118.4256512	4.7261810300000064	1
158	0	10	184	9	1920	1	4.0	0	0	0	1
159	0	10	93	2.0	0	0	0	0	0	0	1
160	0	3	16	1	0	0	0	5.304735321	118.4255283	4.141204830000007	1
161	0	10	184	9	1920	1	4.0	0	0	0	1
162	0	10	93	2.0	0	0	0	0	0	0	1
163	0	3	16	1	0	0	0	5.304805128	118.4254781	4.611366270000005	1
164	0	10	184	9	1920	1	4.0	0	0	0	1
165	0	10	93	2.0	0	0	0	0	0	0	1
166	0	3	16	1	0	0	0	5.304871239	118.4254344	4.701660150000009	1
167	0	10	184	9	1920	1	4.0	0	0	0	1
168	0	10	93	2.0	0	0	0	0	0	0	1
169	0	3	16	1	0	0	0	5.304941481	118.4253876	4.827903750000004	1
170	0	10	184	9	1920	1	4.0	0	0	0	1
171	0	10	93	2.0	0	0	0	0	0	0	1
172	0	3	16	1	0	0	0	5.304864932	118.4253495	4.589897150000013	1
173	0	10	184	9	1920	1	4.0	0	0	0	1
174	0	10	93	2.0	0	0	0	0	0	0	1
175	0	3	16	1	0	0	0	5.304799039	118.4253952	4.364501950000005	1
176	0	10	184	9	1920	1	4.0	0	0	0	1
177	0	10	93	2.0	0	0	0	0	0	0	1
178	0	3	16	1	0	0	0	5.304726405	118.4253567	5.309631350000004	1
179	0	10	184	9	1920	1	4.0	0	0	0	1
180	0	10	93	2.0	0	0	0	0	0	0	1
181	0	3	16	1	0	0	0	5.30479208	118.4253158	4.5531463599999995	1
182	0	10	184	9	1920	1	4.0	0	0	0	1
183	0	10	93	2.0	0	0	0	0	0	0	1
184	0	3	16	1	0	0	0	5.304719881	118.4252804	4.442527770000012	1
185	0	10	184	9	1920	1	4.0	0	0	0	1
186	0	10	93	2.0	0	0	0	0	0	0	1
187	0	3	16	1	0	0	0	5.304651455	118.4253176	3.4160919199999995	1
188	0	10	184	9	1920	1	4.0	0	0	0	1
189	0	10	93	2.0	0	0	0	0	0	0	1
190	0	3	16	1	0	0	0	5.304654994	118.4252458	2.1726760800000022	1
191	0	10	184	9	1920	1	4.0	0	0	0	1
192	0	10	93	2.0	0	0	0	0	0	0	1
193	0	3	16	1	0	0	0	5.304712704	118.4251973	4.361297610000008	1
194	0	10	184	9	1920	1	4.0	0	0	0	1
195	0	10	93	2.0	0	0	0	0	0	0	1
196	0	3	16	1	0	0	0	5.304785991	118.4252365	3.3349151600000084	1
197	0	10	184	9	1920	1	4.0	0	0	0	1
198	0	10	93	2.0	0	0	0	0	0	0	1
199	0	3	16	1	0	0	0	5.30485847	118.4252699	3.9513015700000125	1
200	0	10	184	9	1920	1	4.0	0	0	0	1
201	0	10	93	2.0	0	0	0	0	0	0	1
202	0	3	16	1	0	0	0	5.305010201	118.4253441	4.353187560000009	1
203	0	10	184	9	1920	1	4.0	0	0	0	1
204	0	10	93	2.0	0	0	0	0	0	0	1
205	0	3	16	1	0	0	0	5.305081964	118.4253791	4.839187620000004	1
206	0	10	184	9	1920	1	4.0	0	0	0	1
207	0	10	93	2.0	0	0	0	0	0	0	1
208	0	3	16	1	0	0	0	5.305153948	118.425415	4.154808040000006	1
209	0	10	184	9	1920	1	4.0	0	0	0	1
210	0	10	93	2.0	0	0	0	0	0	0	1
211	0	3	16	1	0	0	0	5.305302696	118.4254881	3.9584884600000123	1
